# Generated=20150326-16:09:00, User=unsj
# Linux keira-ubuntu 3.5.0-17-generic #28-Ubuntu SMP Tue Oct 9 19:31:23 UTC 2012 x86_64 x86_64 x86_64 GNU/Linux
# Machine (5958MB)
#   Socket L#0 + L3 L#0 (12MB)
#     L2 L#0 (256KB) + L1 L#0 (32KB) + Core L#0 + PU L#0 (P#0)
#     L2 L#1 (256KB) + L1 L#1 (32KB) + Core L#1 + PU L#1 (P#2)
#     L2 L#2 (256KB) + L1 L#2 (32KB) + Core L#2 + PU L#2 (P#4)
#     L2 L#3 (256KB) + L1 L#3 (32KB) + Core L#3 + PU L#3 (P#6)
#     L2 L#4 (256KB) + L1 L#4 (32KB) + Core L#4 + PU L#4 (P#8)
#     L2 L#5 (256KB) + L1 L#5 (32KB) + Core L#5 + PU L#5 (P#10)
#   Socket L#1 + L3 L#1 (12MB)
#     L2 L#6 (256KB) + L1 L#6 (32KB) + Core L#6 + PU L#6 (P#1)
#     L2 L#7 (256KB) + L1 L#7 (32KB) + Core L#7 + PU L#7 (P#3)
#     L2 L#8 (256KB) + L1 L#8 (32KB) + Core L#8 + PU L#8 (P#5)
#     L2 L#9 (256KB) + L1 L#9 (32KB) + Core L#9 + PU L#9 (P#7)
#     L2 L#10 (256KB) + L1 L#10 (32KB) + Core L#10 + PU L#10 (P#9)
#     L2 L#11 (256KB) + L1 L#11 (32KB) + Core L#11 + PU L#11 (P#11)
ExperimentNumber,Algorithm,NumberOfThreads,InputFile,LengthOfText,ElapsedTimeSec,Instructions,LLCReadMisses,LLCWriteMisses
198,psa,10,/home/unsj/datasets/english.1MB,1048575,0.156043,4676409388,77972,499406
199,psa,10,/home/unsj/datasets/proteins.8MB,8388607,2.162385,74112744847,4899206,8241277
200,psa,10,/home/unsj/datasets/proteins.8MB,8388607,2.167779,74095033546,4781758,8200339
201,psa,10,/home/unsj/datasets/proteins.8MB,8388607,2.166640,74097424573,4859936,8216711
202,psa,10,/home/unsj/datasets/english.2MB,2097151,0.481835,15891408953,452832,1805893
203,psa,10,/home/unsj/datasets/english.2MB,2097151,0.526988,15933514595,454916,1797977
204,psa,10,/home/unsj/datasets/english.2MB,2097151,0.483054,15882726893,457881,1802216
205,psa,10,/home/unsj/datasets/proteins.8MB,8388607,1.286558,38864431187,3979888,2980701
206,psa,10,/home/unsj/datasets/proteins.8MB,8388607,1.265588,38641620236,4118974,2980676
207,psa,10,/home/unsj/datasets/proteins.8MB,8388607,1.278403,38927743600,3955874,3001752
208,psa,10,/home/unsj/datasets/english.2MB,2097151,0.687814,22656505118,391497,445932
209,psa,10,/home/unsj/datasets/english.2MB,2097151,0.686371,22750383165,365847,425622
210,psa,10,/home/unsj/datasets/english.2MB,2097151,0.687650,22507083318,354634,421905
211,psa,10,/home/unsj/datasets/proteins.8MB,8388607,1.575819,52769059875,4391266,5455488
212,psa,10,/home/unsj/datasets/proteins.8MB,8388607,1.580108,52768847041,4536751,5475380
213,psa,10,/home/unsj/datasets/proteins.8MB,8388607,1.593403,52769180426,4654150,5493843
214,psa,10,/home/unsj/datasets/english.2MB,2097151,0.329427,10495888386,356190,1118380
215,psa,10,/home/unsj/datasets/english.2MB,2097151,0.332625,10492811789,361985,1115794
216,psa,10,/home/unsj/datasets/english.2MB,2097151,0.335144,10517376812,346138,1119741
217,psa,8,/home/unsj/datasets/english.32MB,33554431,13.045299,374038039862,81850641,37104529
218,psa,8,/home/unsj/datasets/english.32MB,33554431,13.123104,374015769849,79394521,37050899
219,psa,8,/home/unsj/datasets/english.32MB,33554431,13.194277,374023014674,85976003,37020117
220,psa,8,/home/unsj/datasets/dna.128MB,134217727,144.336502,1540123175255,723237464,171170059
221,psa,8,/home/unsj/datasets/dna.128MB,134217727,144.970847,1607637611678,721476894,170715418
222,psa,8,/home/unsj/datasets/dna.128MB,134217727,166.467237,1550463150822,698930393,169796750
223,psa,8,/home/unsj/datasets/english.32MB,33554431,8.133394,202936928250,83671817,16600054
224,psa,8,/home/unsj/datasets/english.32MB,33554431,8.029797,202931516897,80032156,16617087
225,psa,8,/home/unsj/datasets/english.32MB,33554431,8.033204,202926246736,82130256,16531001
226,psa,8,/home/unsj/datasets/dna.128MB,134217727,35.295585,814536579285,834221457,83054367
227,psa,8,/home/unsj/datasets/dna.128MB,134217727,34.896423,814483490833,837474325,83326538
228,psa,8,/home/unsj/datasets/dna.128MB,134217727,35.780316,814476074839,839392425,83570605
229,psa,8,/home/unsj/datasets/english.32MB,33554431,10.870444,287987615204,155441277,26397546
230,psa,8,/home/unsj/datasets/english.32MB,33554431,10.874808,287993315493,152333600,26430311
231,psa,8,/home/unsj/datasets/english.32MB,33554431,10.911790,287993983635,168721390,26449068
232,psa,8,/home/unsj/datasets/dna.128MB,134217727,87.301624,1224426183251,823665004,126053125
233,psa,8,/home/unsj/datasets/dna.128MB,134217727,84.817676,1187582866105,793420563,126610491
234,psa,8,/home/unsj/datasets/dna.128MB,134217727,88.308099,1221256669856,764658348,126324290
235,psa,8,/home/unsj/datasets/english.4MB,4194303,1.359388,36829587546,1371078,3827298
236,psa,8,/home/unsj/datasets/english.4MB,4194303,1.344720,36825790044,1383857,3824158
237,psa,8,/home/unsj/datasets/english.4MB,4194303,1.348709,36828989344,1462756,3808296
238,psa,8,/home/unsj/datasets/dna.16MB,16777215,5.535836,157940194026,21616695,17441633
239,psa,8,/home/unsj/datasets/dna.16MB,16777215,5.675026,157927242352,20763307,17452151
240,psa,8,/home/unsj/datasets/dna.16MB,16777215,5.506160,157921903997,21600963,17437480
241,psa,8,/home/unsj/datasets/english.4MB,4194303,0.872342,21237992414,1198309,1280016
242,psa,8,/home/unsj/datasets/english.4MB,4194303,0.872138,21366499704,1131173,1252512
243,psa,8,/home/unsj/datasets/english.4MB,4194303,0.869398,21207815270,1114390,1247912
244,psa,8,/home/unsj/datasets/dna.16MB,16777215,3.069139,71570045095,19962580,7304949
245,psa,8,/home/unsj/datasets/dna.16MB,16777215,3.092235,71565838907,19972113,7278234
246,psa,8,/home/unsj/datasets/dna.16MB,16777215,3.057081,71570271001,20202585,7271184
247,psa,8,/home/unsj/datasets/english.4MB,4194303,1.007032,26061173532,1271066,2474537
248,psa,8,/home/unsj/datasets/english.4MB,4194303,1.002988,26069703826,1275567,2480841
249,psa,8,/home/unsj/datasets/english.4MB,4194303,0.999272,26063606569,1324729,2490854
250,psa,8,/home/unsj/datasets/dna.16MB,16777215,4.258030,114886306538,20630093,12001805
251,psa,8,/home/unsj/datasets/dna.16MB,16777215,4.365323,114890542115,21486855,11998667
252,psa,8,/home/unsj/datasets/dna.16MB,16777215,4.354865,114891995212,21789072,12009560
253,psa,8,/home/unsj/datasets/english.64MB,67108863,30.304290,839804873718,268763674,78621564
254,psa,8,/home/unsj/datasets/english.64MB,67108863,30.227577,839772463805,292036305,78678644
255,psa,8,/home/unsj/datasets/english.64MB,67108863,30.122198,839780706911,299052505,78771888
256,psa,8,/home/unsj/datasets/dna.1MB,1048575,0.287869,7412268114,158479,832487
257,psa,8,/home/unsj/datasets/dna.1MB,1048575,0.294493,7420134337,147515,834279
258,psa,8,/home/unsj/datasets/dna.1MB,1048575,0.279844,7413999082,149971,832178
259,psa,8,/home/unsj/datasets/english.64MB,67108863,19.541133,497618781475,294742997,37588907
260,psa,8,/home/unsj/datasets/english.64MB,67108863,19.598209,497621624444,293168085,37624109
261,psa,8,/home/unsj/datasets/english.64MB,67108863,19.987465,497615547325,307781215,37668955
262,psa,8,/home/unsj/datasets/dna.1MB,1048575,0.662102,17859056269,165429,191671
263,psa,8,/home/unsj/datasets/dna.1MB,1048575,0.666415,18018950335,180702,193132
264,psa,8,/home/unsj/datasets/dna.1MB,1048575,0.662999,17925988782,149404,162436
265,psa,8,/home/unsj/datasets/english.64MB,67108863,24.945050,667620395508,275793672,57101415
266,psa,8,/home/unsj/datasets/english.64MB,67108863,24.860401,667615504107,301577333,56994679
267,psa,8,/home/unsj/datasets/english.64MB,67108863,24.359955,667619505194,295417611,57080826
268,psa,8,/home/unsj/datasets/dna.1MB,1048575,0.193884,4717113734,119069,496255
269,psa,8,/home/unsj/datasets/dna.1MB,1048575,0.192810,4722667189,114150,485548
270,psa,8,/home/unsj/datasets/dna.1MB,1048575,0.190974,4710412099,119493,490189
271,psa,8,/home/unsj/datasets/english.8MB,8388607,2.897873,81530032964,7349592,8169027
272,psa,8,/home/unsj/datasets/english.8MB,8388607,2.956306,81525457329,7522563,8157066
273,psa,8,/home/unsj/datasets/english.8MB,8388607,2.956837,81539869872,6681868,8182945
274,psa,8,/home/unsj/datasets/dna.2MB,2097151,0.608781,16057636056,472991,1794976
275,psa,8,/home/unsj/datasets/dna.2MB,2097151,0.593358,16049215870,461960,1783660
276,psa,8,/home/unsj/datasets/dna.2MB,2097151,0.607467,16055768911,444648,1797042
277,psa,8,/home/unsj/datasets/english.8MB,8388607,1.615166,38339211726,7078119,3121145
278,psa,8,/home/unsj/datasets/english.8MB,8388607,1.612619,38345412318,6497898,3128760
279,psa,8,/home/unsj/datasets/english.8MB,8388607,1.604280,38339111436,6578160,3058930
280,psa,8,/home/unsj/datasets/dna.2MB,2097151,0.713117,18384842357,461479,442841
281,psa,8,/home/unsj/datasets/dna.2MB,2097151,0.710826,18441552875,436754,428885
282,psa,8,/home/unsj/datasets/dna.2MB,2097151,0.732038,18995608221,375470,423844
283,psa,8,/home/unsj/datasets/english.8MB,8388607,2.260029,60007140208,6226362,5453323
284,psa,8,/home/unsj/datasets/english.8MB,8388607,2.266591,60007433597,6385238,5478070
285,psa,8,/home/unsj/datasets/english.8MB,8388607,2.275853,60005394890,6509663,5491260
286,psa,8,/home/unsj/datasets/dna.2MB,2097151,0.426312,10667412407,415720,1116985
287,psa,8,/home/unsj/datasets/dna.2MB,2097151,0.423028,10660222565,460348,1111813
288,psa,8,/home/unsj/datasets/dna.2MB,2097151,0.424814,10666975628,373447,1120353
289,psa,8,/home/unsj/datasets/proteins.128MB,134217727,153.163122,1568079039153,728265128,170511809
290,psa,8,/home/unsj/datasets/proteins.128MB,134217727,155.733977,1558608821737,652378514,170914600
291,psa,8,/home/unsj/datasets/proteins.128MB,134217727,150.048212,1573434618302,649860420,170063245
292,psa,8,/home/unsj/datasets/dna.32MB,33554431,12.012077,335889123071,87041036,37047750
293,psa,8,/home/unsj/datasets/dna.32MB,33554431,11.917811,335857510289,87879115,37006340
294,psa,8,/home/unsj/datasets/dna.32MB,33554431,11.668053,335855935104,82703452,37036640
295,psa,8,/home/unsj/datasets/proteins.128MB,134217727,35.405851,832517141497,757588178,83147213
296,psa,8,/home/unsj/datasets/proteins.128MB,134217727,35.243791,832424813290,756015320,83106126
297,psa,8,/home/unsj/datasets/proteins.128MB,134217727,34.077547,832401572232,740947220,83019207
298,psa,8,/home/unsj/datasets/dna.32MB,33554431,7.017347,163684439750,101888197,16694633
299,psa,8,/home/unsj/datasets/dna.32MB,33554431,6.979318,163678447043,100549733,16744767
300,psa,8,/home/unsj/datasets/dna.32MB,33554431,6.941030,163673134385,100474972,16798183
301,psa,8,/home/unsj/datasets/proteins.128MB,134217727,80.822072,1177007891262,717635780,125822682
302,psa,8,/home/unsj/datasets/proteins.128MB,134217727,89.684260,1226005803910,707205502,125928456
303,psa,8,/home/unsj/datasets/proteins.128MB,134217727,83.157393,1219983041831,721699716,126040454
304,psa,8,/home/unsj/datasets/dna.32MB,33554431,9.173133,249839793864,81088400,26201742
305,psa,8,/home/unsj/datasets/dna.32MB,33554431,9.415575,249820930528,91605277,26246599
306,psa,8,/home/unsj/datasets/dna.32MB,33554431,9.274903,249813265382,86482030,26188328
307,psa,8,/home/unsj/datasets/proteins.16MB,16777215,5.483072,159481179049,17186124,17436602
308,psa,8,/home/unsj/datasets/proteins.16MB,16777215,5.472369,159478771157,17669660,17426068
309,psa,8,/home/unsj/datasets/proteins.16MB,16777215,5.392897,159487243138,17419924,17430251
310,psa,8,/home/unsj/datasets/dna.4MB,4194303,1.288401,34564649666,1508948,3829198
311,psa,8,/home/unsj/datasets/dna.4MB,4194303,1.277660,34560080872,1510354,3809598
312,psa,8,/home/unsj/datasets/dna.4MB,4194303,1.276952,34558070093,1475254,3827797
313,psa,8,/home/unsj/datasets/proteins.16MB,16777215,3.105063,77152761495,16079877,7105714
314,psa,8,/home/unsj/datasets/proteins.16MB,16777215,3.047012,76501111240,15871589,7019783
315,psa,8,/home/unsj/datasets/proteins.16MB,16777215,3.090701,76314248137,17015939,7082887
316,psa,8,/home/unsj/datasets/dna.4MB,4194303,0.806170,19269982071,1241245,1250089
317,psa,8,/home/unsj/datasets/dna.4MB,4194303,0.806468,19296266610,1287046,1263995
318,psa,8,/home/unsj/datasets/dna.4MB,4194303,0.808223,19318582656,1269106,1260732
319,psa,8,/home/unsj/datasets/proteins.16MB,16777215,4.144946,117131045624,16889810,11988444
320,psa,8,/home/unsj/datasets/proteins.16MB,16777215,4.193752,117131856640,17306359,11987560
321,psa,8,/home/unsj/datasets/proteins.16MB,16777215,4.242637,117130318021,16067919,11983051
322,psa,8,/home/unsj/datasets/dna.4MB,4194303,0.923970,23800103413,1401467,2470976
323,psa,8,/home/unsj/datasets/dna.4MB,4194303,0.924827,23790389863,1322999,2474050
324,psa,8,/home/unsj/datasets/dna.4MB,4194303,0.917968,23790786667,1353356,2473777
325,psa,8,/home/unsj/datasets/proteins.1MB,1048575,0.294163,7513629574,112564,838803
326,psa,8,/home/unsj/datasets/proteins.1MB,1048575,0.289933,7513961475,116195,825666
327,psa,8,/home/unsj/datasets/proteins.1MB,1048575,0.288072,7510923681,106534,835674
328,psa,8,/home/unsj/datasets/dna.64MB,67108863,25.371973,711334872284,268964758,78519198
329,psa,8,/home/unsj/datasets/dna.64MB,67108863,25.730251,711316137600,289649641,78335209
330,psa,8,/home/unsj/datasets/dna.64MB,67108863,25.433293,711334276949,270298105,78388140
331,psa,8,/home/unsj/datasets/proteins.1MB,1048575,0.708871,19310747250,111441,165769
332,psa,8,/home/unsj/datasets/proteins.1MB,1048575,0.709515,19283286020,113210,164874
333,psa,8,/home/unsj/datasets/proteins.1MB,1048575,0.709896,19404078949,108632,136675
334,psa,8,/home/unsj/datasets/dna.64MB,67108863,15.386426,367340225624,282904537,37246205
335,psa,8,/home/unsj/datasets/dna.64MB,67108863,16.044623,367345220761,292805176,37473427
336,psa,8,/home/unsj/datasets/dna.64MB,67108863,15.574861,367337923363,293573073,37545078
337,psa,8,/home/unsj/datasets/proteins.1MB,1048575,0.196381,4835269958,69845,497645
338,psa,8,/home/unsj/datasets/proteins.1MB,1048575,0.195382,4828040719,66768,493025
339,psa,8,/home/unsj/datasets/proteins.1MB,1048575,0.193704,4826659159,64768,487511
340,psa,8,/home/unsj/datasets/dna.64MB,67108863,20.193646,539212915621,278699242,56889126
341,psa,8,/home/unsj/datasets/dna.64MB,67108863,20.186652,539217848369,284135875,56745099
342,psa,8,/home/unsj/datasets/dna.64MB,67108863,20.726919,539222377715,277178607,56740820
343,psa,8,/home/unsj/datasets/proteins.2MB,2097151,0.618073,16561221739,444137,1790637
344,psa,8,/home/unsj/datasets/proteins.2MB,2097151,0.604939,16560262326,427383,1784460
345,psa,8,/home/unsj/datasets/proteins.2MB,2097151,0.613076,16560168612,454602,1791248
346,psa,8,/home/unsj/datasets/dna.8MB,8388607,2.686948,74017647335,4681121,8155131
347,psa,8,/home/unsj/datasets/dna.8MB,8388607,2.695234,74014503758,5119093,8187045
348,psa,8,/home/unsj/datasets/dna.8MB,8388607,2.689192,74010874717,5080312,8194687
349,psa,8,/home/unsj/datasets/proteins.2MB,2097151,0.853584,22527980154,351879,454977
350,psa,8,/home/unsj/datasets/proteins.2MB,2097151,0.832303,21966032744,354716,414946
351,psa,8,/home/unsj/datasets/proteins.2MB,2097151,0.836036,22063215294,397745,417899
352,psa,8,/home/unsj/datasets/dna.8MB,8388607,1.472972,34305322958,3985441,3056766
353,psa,8,/home/unsj/datasets/dna.8MB,8388607,1.479581,34502000175,4130875,3064860
354,psa,8,/home/unsj/datasets/dna.8MB,8388607,1.474747,34363765290,4591179,3149890
355,psa,8,/home/unsj/datasets/proteins.2MB,2097151,0.436444,11208655989,337605,1121286
356,psa,8,/home/unsj/datasets/proteins.2MB,2097151,0.429784,11203339659,337739,1111776
357,psa,8,/home/unsj/datasets/proteins.2MB,2097151,0.434828,11207110089,340557,1113773
358,psa,8,/home/unsj/datasets/dna.8MB,8388607,2.033754,52491848099,4545822,5458356
359,psa,8,/home/unsj/datasets/dna.8MB,8388607,2.044952,52485012501,4409500,5463764
360,psa,8,/home/unsj/datasets/dna.8MB,8388607,2.030392,52487337396,4481298,5456733
361,psa,8,/home/unsj/datasets/proteins.32MB,33554431,11.430766,336256911798,68094531,37013801
362,psa,8,/home/unsj/datasets/proteins.32MB,33554431,11.539301,336262923850,67464009,37046885
363,psa,8,/home/unsj/datasets/proteins.32MB,33554431,11.816169,336249329936,75211562,37015436
364,psa,8,/home/unsj/datasets/english.128MB,134217727,168.101311,1745116753849,692737431,170389915
365,psa,8,/home/unsj/datasets/english.128MB,134217727,163.563447,1709316880961,593220007,170346375
366,psa,8,/home/unsj/datasets/english.128MB,134217727,147.418255,1767842777898,618827117,171903967
367,psa,8,/home/unsj/datasets/proteins.32MB,33554431,6.625784,167847204155,64446049,16348251
368,psa,8,/home/unsj/datasets/proteins.32MB,33554431,6.859600,167838792234,71838375,16380746
369,psa,8,/home/unsj/datasets/proteins.32MB,33554431,6.811371,167825301550,68800291,16341451
370,psa,8,/home/unsj/datasets/english.128MB,134217727,39.878495,975109708032,702595350,83629590
371,psa,8,/home/unsj/datasets/english.128MB,134217727,39.790161,975073871177,726822441,83762961
372,psa,8,/home/unsj/datasets/english.128MB,134217727,39.970711,975044835951,728277850,83461834
373,psa,8,/home/unsj/datasets/proteins.32MB,33554431,9.145072,250976411811,74073682,26142753
374,psa,8,/home/unsj/datasets/proteins.32MB,33554431,9.039311,250968246609,75824154,26187177
375,psa,8,/home/unsj/datasets/proteins.32MB,33554431,9.165592,250973901548,72070579,26281714
376,psa,8,/home/unsj/datasets/english.128MB,134217727,82.404586,1323961132595,699788052,125807842
377,psa,8,/home/unsj/datasets/english.128MB,134217727,83.914903,1421045618287,676879178,126235401
378,psa,8,/home/unsj/datasets/english.128MB,134217727,91.662618,1395713737123,675878237,125702392
379,psa,8,/home/unsj/datasets/proteins.4MB,4194303,1.263837,34804249733,1449773,3837718
380,psa,8,/home/unsj/datasets/proteins.4MB,4194303,1.256688,34792733774,1466112,3827602
381,psa,8,/home/unsj/datasets/proteins.4MB,4194303,1.260313,34792063031,1508650,3835458
382,psa,8,/home/unsj/datasets/english.16MB,16777215,6.155241,175806924705,17768840,17462988
383,psa,8,/home/unsj/datasets/english.16MB,16777215,6.095198,175780290213,19656356,17476167
384,psa,8,/home/unsj/datasets/english.16MB,16777215,6.227956,175787843840,17882635,17415862
385,psa,8,/home/unsj/datasets/proteins.4MB,4194303,0.877673,21475034271,1171858,1236780
386,psa,8,/home/unsj/datasets/proteins.4MB,4194303,0.855632,21118593798,1161633,1233719
387,psa,8,/home/unsj/datasets/proteins.4MB,4194303,0.876939,21440337204,1159634,1231514
388,psa,8,/home/unsj/datasets/english.16MB,16777215,3.717166,89924628316,21106867,7307780
389,psa,8,/home/unsj/datasets/english.16MB,16777215,3.691272,89927618168,17530456,7197311
390,psa,8,/home/unsj/datasets/english.16MB,16777215,3.723416,89920943123,20733083,7271891
391,psa,8,/home/unsj/datasets/proteins.4MB,4194303,0.918316,24112461927,1339840,2477579
392,psa,8,/home/unsj/datasets/proteins.4MB,4194303,0.916379,24110343597,1380645,2480044
393,psa,8,/home/unsj/datasets/proteins.4MB,4194303,0.908211,24114502818,1356202,2474039
394,psa,8,/home/unsj/datasets/english.16MB,16777215,4.865052,132749987504,18068033,11999780
395,psa,8,/home/unsj/datasets/english.16MB,16777215,4.875371,132756203816,17754055,12007761
396,psa,8,/home/unsj/datasets/english.16MB,16777215,4.894882,132745631044,20038671,12029515
397,psa,8,/home/unsj/datasets/proteins.64MB,67108863,24.511781,708278789157,231170001,78477134
398,psa,8,/home/unsj/datasets/proteins.64MB,67108863,25.281172,708247984986,221046546,78377420
399,psa,8,/home/unsj/datasets/proteins.64MB,67108863,26.176774,708269243433,240084066,78522355
400,psa,8,/home/unsj/datasets/english.1MB,1048575,0.282892,7355009812,114347,829672
401,psa,8,/home/unsj/datasets/english.1MB,1048575,0.280953,7358778858,111299,827228
402,psa,8,/home/unsj/datasets/english.1MB,1048575,0.280601,7355343406,127663,836333
403,psa,8,/home/unsj/datasets/proteins.64MB,67108863,15.267800,368236252667,273892896,37090263
404,psa,8,/home/unsj/datasets/proteins.64MB,67108863,15.051910,368223892559,247745687,36906902
405,psa,8,/home/unsj/datasets/proteins.64MB,67108863,15.596384,368240730841,250537574,37155749
406,psa,8,/home/unsj/datasets/english.1MB,1048575,0.654864,17627491285,112300,167403
407,psa,8,/home/unsj/datasets/english.1MB,1048575,0.655034,17605575140,109138,132369
408,psa,8,/home/unsj/datasets/english.1MB,1048575,0.658481,17697568888,109927,155945
409,psa,8,/home/unsj/datasets/proteins.64MB,67108863,19.737557,536814667046,233762384,56626013
410,psa,8,/home/unsj/datasets/proteins.64MB,67108863,19.783698,536812596270,231710099,56704336
411,psa,8,/home/unsj/datasets/proteins.64MB,67108863,19.868808,536811759106,231646387,56650871
412,psa,8,/home/unsj/datasets/english.1MB,1048575,0.187652,4663432825,71968,497127
413,psa,8,/home/unsj/datasets/english.1MB,1048575,0.194329,4662577648,76439,489467
414,psa,8,/home/unsj/datasets/english.1MB,1048575,0.191539,4667560193,71827,492268
415,psa,8,/home/unsj/datasets/proteins.8MB,8388607,2.613878,74084942332,4521228,8156520
416,psa,8,/home/unsj/datasets/proteins.8MB,8388607,2.636362,74073028714,4353953,8166760
417,psa,8,/home/unsj/datasets/proteins.8MB,8388607,2.648262,74072216768,4491710,8155912
418,psa,8,/home/unsj/datasets/english.2MB,2097151,0.590411,15875902580,440414,1786100
419,psa,8,/home/unsj/datasets/english.2MB,2097151,0.604621,15878323621,426175,1786186
420,psa,8,/home/unsj/datasets/english.2MB,2097151,0.595568,15877473898,470064,1782795
421,psa,8,/home/unsj/datasets/proteins.8MB,8388607,1.368448,32109633635,3858824,2983174
422,psa,8,/home/unsj/datasets/proteins.8MB,8388607,1.535364,37586520113,3964317,2949477
423,psa,8,/home/unsj/datasets/proteins.8MB,8388607,1.578594,38532236885,4146319,2962604
424,psa,8,/home/unsj/datasets/english.2MB,2097151,0.694371,17962708743,387480,438477
425,psa,8,/home/unsj/datasets/english.2MB,2097151,0.697126,18038741113,390646,411830
426,psa,8,/home/unsj/datasets/english.2MB,2097151,0.696049,18078742504,388296,414549
427,psa,8,/home/unsj/datasets/proteins.8MB,8388607,1.958933,52760004365,4240390,5439304
428,psa,8,/home/unsj/datasets/proteins.8MB,8388607,1.988993,52760677736,4162478,5458227
429,psa,8,/home/unsj/datasets/proteins.8MB,8388607,1.964846,52771797185,4194249,5458413
430,psa,8,/home/unsj/datasets/english.2MB,2097151,0.422775,10670761965,377618,1107678
431,psa,8,/home/unsj/datasets/english.2MB,2097151,0.409386,10488692479,345944,1119948
432,psa,8,/home/unsj/datasets/english.2MB,2097151,0.408207,10493844639,322926,1112497
433,psa,6,/home/unsj/datasets/english.32MB,33554431,16.692235,373982003265,74362214,36856471
434,psa,6,/home/unsj/datasets/english.32MB,33554431,16.804130,373958218413,76701309,36972479
435,psa,6,/home/unsj/datasets/english.32MB,33554431,16.711518,373951062613,76570746,36848910
436,psa,6,/home/unsj/datasets/dna.128MB,134217727,145.595727,1532919057624,780866603,169629270
437,psa,6,/home/unsj/datasets/dna.128MB,134217727,153.692826,1548345037844,741545053,169995053
438,psa,6,/home/unsj/datasets/dna.128MB,134217727,154.644168,1531953958525,722546815,169866339
439,psa,6,/home/unsj/datasets/english.32MB,33554431,10.650075,202931455974,71790317,16391259
440,psa,6,/home/unsj/datasets/english.32MB,33554431,10.593507,202915528872,78889596,16279885
441,psa,6,/home/unsj/datasets/english.32MB,33554431,10.456622,202903326701,79283701,16380901
442,psa,6,/home/unsj/datasets/dna.128MB,134217727,45.183604,814533784124,781728693,82484407
443,psa,6,/home/unsj/datasets/dna.128MB,134217727,45.293053,814459268433,824908399,82565054
444,psa,6,/home/unsj/datasets/dna.128MB,134217727,46.155316,814468397676,820819023,82744874
445,psa,6,/home/unsj/datasets/english.32MB,33554431,14.397147,287981809573,180652823,26449167
446,psa,6,/home/unsj/datasets/english.32MB,33554431,14.334148,287981456429,169260981,26384018
447,psa,6,/home/unsj/datasets/english.32MB,33554431,14.151156,287980183627,162822570,26497408
448,psa,6,/home/unsj/datasets/dna.128MB,134217727,86.236639,1189294184019,815955834,125057159
449,psa,6,/home/unsj/datasets/dna.128MB,134217727,94.193428,1215243074287,791702099,124784324
450,psa,6,/home/unsj/datasets/dna.128MB,134217727,90.352720,1231022830404,726447588,124982584
451,psa,6,/home/unsj/datasets/english.4MB,4194303,1.770962,36814032996,1252361,3804879
452,psa,6,/home/unsj/datasets/english.4MB,4194303,1.796393,36814233169,1305100,3819780
453,psa,6,/home/unsj/datasets/english.4MB,4194303,1.776095,36820093467,1246521,3807889
454,psa,6,/home/unsj/datasets/dna.16MB,16777215,7.288770,157897772614,19921371,17332924
455,psa,6,/home/unsj/datasets/dna.16MB,16777215,7.149294,157885013709,20602560,17362478
456,psa,6,/home/unsj/datasets/dna.16MB,16777215,7.273446,157887971608,20829438,17363421
457,psa,6,/home/unsj/datasets/english.4MB,4194303,0.982487,17579385410,1090457,1219053
458,psa,6,/home/unsj/datasets/english.4MB,4194303,0.947924,16852536088,1059616,1218673
459,psa,6,/home/unsj/datasets/english.4MB,4194303,1.033829,17912058806,1379871,1262201
460,psa,6,/home/unsj/datasets/dna.16MB,16777215,4.012556,71554447145,20322599,7159119
461,psa,6,/home/unsj/datasets/dna.16MB,16777215,4.051270,71555145765,19231038,7117639
462,psa,6,/home/unsj/datasets/dna.16MB,16777215,4.010796,71558024461,19366016,7123682
463,psa,6,/home/unsj/datasets/english.4MB,4194303,1.328265,26056024347,1145569,2462466
464,psa,6,/home/unsj/datasets/english.4MB,4194303,1.316222,26054391661,1151884,2472563
465,psa,6,/home/unsj/datasets/english.4MB,4194303,1.317547,26057581605,1130300,2482053
466,psa,6,/home/unsj/datasets/dna.16MB,16777215,5.819641,114881590936,20676703,12048659
467,psa,6,/home/unsj/datasets/dna.16MB,16777215,5.865795,114885299442,25243124,11973014
468,psa,6,/home/unsj/datasets/dna.16MB,16777215,5.729504,114885997527,19120940,11994444
469,psa,6,/home/unsj/datasets/english.64MB,67108863,38.282164,839678971412,238241522,78207066
470,psa,6,/home/unsj/datasets/english.64MB,67108863,38.208129,839641536124,222315745,78203591
471,psa,6,/home/unsj/datasets/english.64MB,67108863,37.898826,839658883328,221025719,78177518
472,psa,6,/home/unsj/datasets/dna.1MB,1048575,0.374902,7408574059,113890,825283
473,psa,6,/home/unsj/datasets/dna.1MB,1048575,0.367754,7406981555,105317,824750
474,psa,6,/home/unsj/datasets/dna.1MB,1048575,0.366855,7407558184,109617,830220
475,psa,6,/home/unsj/datasets/english.64MB,67108863,25.366846,497592976613,239253679,36850670
476,psa,6,/home/unsj/datasets/english.64MB,67108863,25.225623,497596018932,226326446,36744818
477,psa,6,/home/unsj/datasets/english.64MB,67108863,25.316137,497599845184,237720748,36772537
478,psa,6,/home/unsj/datasets/dna.1MB,1048575,0.661175,13135154939,114664,166760
479,psa,6,/home/unsj/datasets/dna.1MB,1048575,0.659604,13389671867,110151,135103
480,psa,6,/home/unsj/datasets/dna.1MB,1048575,0.682386,13718825318,113048,134243
